policy_id,customer_id,customer_name,cnic,city,phone,policy_type,insurance_company,coverage_amount,premium,start_date,end_date,status
POL-592F3E3A,CUST-A8E22F34,Yaqoot Urrab,81886-6935735-9,Toba Tek Singh,+923196823590,Personal Accident,TPL Insurance,194512,6226,2024-11-20,2026-06-15,Active
POL-A8F9B58B,CUST-4257D2CB,Tajudinn Lajlaj,40316-8434472-9,Kasur,+923266731851,Boat Insurance,Jubilee Insurance,853205,9708,2024-10-06,2026-04-09,Pending
POL-E88649FA,CUST-2ADF6856,Aarif Zafrul,53938-1578674-8,Shikarpur,+923280869949,Health,U Microfinance Bank,690474,9436,2024-10-17,2027-04-20,Expired
POL-A08BA722,CUST-0A107BE0,Uhban Barraq,68110-1540242-9,Dadu,+923148115280,Commercial Property,Jubilee Insurance,330088,7038,2023-09-11,2026-10-14,Pending
POL-D6029C63,CUST-48501E26,Mabad Ubayd,40272-9561860-7,Mastung,+923427320221,Motorcycle,TPL Insurance,236233,5826,2023-09-15,2025-05-30,Active
POL-F19A7595,CUST-59B62511,Aamir Sadaqat,45737-3642844-4,Khuzdar,+923209154078,Life,U Microfinance Bank,519140,4936,2025-04-24,2025-10-23,Expired
POL-B7AD530E,CUST-1EC04F0A,Waail Jalaal,47601-6713855-5,Larkana,+923168674881,Mortgage Insurance,Asim Financial Assurance,551722,5737,2024-04-17,2026-06-26,Pending
POL-34384CE0,CUST-EE060336,Taahaa Jalaal,87977-9200138-2,North Waziristan,+923028355030,Cyber Liability,Adamjee Insurance,309468,2518,2024-06-24,2025-12-12,Expired
POL-BDCB498D,CUST-3F6F7A72,Kasam Wafeeq,18573-9144992-7,Multan,+923318394110,Marine Cargo,TPL Insurance,632391,1517,2024-06-21,2026-02-08,Active
POL-E7ABE32E,CUST-8DD3BEAB,Karim Bizhan,15674-3793545-3,Tharparkar,+923192556526,Directors & Officers Liability,U Microfinance Bank,298899,6878,2024-03-13,2025-07-11,Expired
POL-2095C575,CUST-95B62E73,Qareeb Sadan,44973-6454138-8,Killa Abdullah,+923059990968,Key Person Insurance,Adamjee Insurance,335959,1253,2024-11-03,2026-08-31,Expired
POL-690A1E86,CUST-0D211C20,Iftikhar Aarif,37640-7978714-8,Bannu,+923407043216,Earthquake Insurance,Jubilee Insurance,403602,1757,2024-05-28,2027-02-20,Active
POL-1FD5AA1C,CUST-0DDB447B,Jahangir Owais,92353-7324111-4,Chakdara,+923415485476,Burglary,TPL Insurance,541678,7870,2023-10-04,2025-11-20,Expired
POL-1ACDA6BB,CUST-D203ED6B,Yaman Ubaydullah,45468-3772335-4,Pasni,+923071310184,Disability,AhsanTechCoding,292468,1661,2024-03-12,2026-01-09,Pending
POL-1A6CD1D4,CUST-C0822C72,Waahid Jaabir,77575-5899442-1,Tharparkar,+923159296265,Boiler & Machinery,Asim Financial Assurance,453074,6257,2024-03-23,2026-10-25,Active
POL-87AE96BD,CUST-4CE355A7,Rabee Daamin,51644-9839195-8,Pakpattan,+923035600594,Title Insurance,Asim Financial Assurance,979731,2300,2025-03-31,2026-10-25,Pending
POL-D4961CDF,CUST-78F9ECD6,Ayyubi Jamaal,11409-2392254-3,Muzaffargarh,+923081927826,Travel,Asim Financial Assurance,318665,5080,2025-04-05,2026-03-02,Expired
POL-893C76C8,CUST-FB46F1FE,Jalal Aasim,19204-1039590-3,Rawalpindi,+923088767101,Mobile Phone Insurance,TPL Insurance,443162,6942,2024-09-03,2027-02-18,Active
POL-5D4594AB,CUST-D4952AF4,Madiyan Eshan,93726-4354327-7,Nowshera Virkan,+923448575656,Professional Indemnity,Jubilee Insurance,386486,8145,2024-01-22,2025-10-13,Pending
POL-04164288,CUST-B09927AC,Chamali Mahfuj,34629-8585354-1,Umerkot,+923425668216,Marine Cargo,TPL Insurance,263650,2930,2023-08-02,2026-09-14,Pending
POL-20A70AB3,CUST-87D95710,Kaamil Jabr,72629-7776265-9,Jhang,+923029101922,Title Insurance,AhsanTechCoding,835827,1843,2024-10-23,2026-09-08,Expired
POL-78A2F66A,CUST-55693A6B,Waheed Awadil,15618-9264446-4,Faisalabad,+923488098049,Boiler & Machinery,TPL Insurance,399778,4284,2024-11-18,2026-10-31,Active
POL-93179F75,CUST-08214124,Qatadah Rohaan,51906-4748868-9,Okara,+923449033121,Credit Life,U Microfinance Bank,751451,3667,2024-03-30,2026-01-11,Pending
POL-03931231,CUST-C704E4CB,Aafiya Ehsaas,65040-6747159-5,Tando Allahyar,+923315283085,Crop Insurance,Asim Financial Assurance,327943,4706,2023-08-25,2026-02-04,Pending
POL-34F45D33,CUST-FAB79A30,Raees Vahar,40315-9853136-5,Rajanpur,+923037104933,Title Insurance,Jubilee Insurance,656086,6539,2023-08-02,2026-05-22,Expired
POL-91B027A9,CUST-95A53F29,Majd Ghayoor,81988-8499520-7,Kharan,+923253594862,Key Person Insurance,TPL Insurance,491653,3889,2024-03-29,2025-09-13,Pending
POL-C9C50563,CUST-0588FC50,Zayyir Jaabir,13359-9016124-3,Charsadda,+923058246285,Auto,AhsanTechCoding,513865,3317,2024-01-09,2026-08-11,Expired
POL-04D7B8FB,CUST-88A88434,Ikhlaas Taaj,75457-8518170-6,Moro,+923133260603,Burglary,AhsanTechCoding,179666,1804,2024-02-21,2026-09-17,Pending
POL-D775714C,CUST-562028D4,Saalih Ibraaheem,93643-6079006-9,Kotri,+923140102360,Burglary,AhsanTechCoding,561494,6512,2023-11-04,2026-03-07,Pending
POL-B26B7FD9,CUST-18880319,Nabeel Limazah,57745-7671124-2,Chak Jhumra,+923315975184,Professional Indemnity,EFU Life,857012,7621,2024-05-26,2027-04-23,Expired
POL-60E853A9,CUST-81B07477,Ghayoor Maalik,23214-2657686-7,Sargodha,+923473271394,Cyber Liability,U Microfinance Bank,892577,7905,2023-11-23,2027-01-01,Active
POL-F3663E71,CUST-EDD81AE1,Naadir Ibraaheem,90813-1794177-3,Mandi Bahauddin,+923154060218,Gap Insurance,U Microfinance Bank,818974,4863,2024-06-15,2026-12-29,Pending
POL-B69D0B37,CUST-F5ABC5B5,Durab Ubadah,42966-3156487-5,Chiniot,+923299352923,Marine Cargo,Adamjee Insurance,478910,7271,2025-02-16,2026-12-11,Active
POL-3D2DD739,CUST-9762BA5E,Maaz Mahbeer,97902-1961758-4,Tando Muhammad Khan,+923172796264,Equipment Breakdown,Asim Financial Assurance,150835,9745,2024-07-17,2026-12-18,Expired
POL-177DCEF0,CUST-91021646,Wadee Jameel,73649-3966526-2,Chishtian,+923102809938,Private Medical Insurance,Adamjee Insurance,267649,7116,2024-03-20,2026-02-24,Active
POL-EB6AEEEB,CUST-B2E0B541,Ghazzal Ghunayn,45876-9185140-2,Sahiwal,+923293316122,Renters,EFU Life,144122,6872,2024-10-10,2026-05-10,Pending
POL-CFAA0F3B,CUST-4ED874A4,Raashid Maawiya,73848-5691122-6,Sukkur,+923419193231,Flood Insurance,Asim Financial Assurance,712859,7549,2024-10-08,2027-03-31,Active
POL-D99839E7,CUST-3F1AFBFD,Nadeem Man,80839-3046797-8,Kalat,+923267110600,Private Medical Insurance,TPL Insurance,454417,3191,2023-06-23,2025-11-28,Expired
POL-7DC34C78,CUST-41C233D6,Baaqee Saajid,93645-2559249-6,Dera Ghazi Khan,+923242360974,Workers Compensation,Adamjee Insurance,279316,4703,2024-02-21,2027-04-22,Expired
POL-21E03E4F,CUST-297F8839,Awani Taj,91704-1450370-3,Ghotki,+923190141615,Dental Insurance,Jubilee Insurance,179778,1152,2023-11-13,2026-04-25,Pending
POL-9E65A640,CUST-8B23EF84,Aabid Omair,95712-8294957-2,Nawabshah,+923207172112,Health,U Microfinance Bank,536079,5353,2023-10-20,2026-08-18,Pending
POL-DB7A7960,CUST-263F38E1,Mahja Rohaan,45704-7843167-1,Karak,+923384214914,Identity Theft Insurance,TPL Insurance,986325,8578,2023-09-16,2025-12-26,Active
POL-8EB83186,CUST-1A6595B9,Aashif Ejlaal,64683-7772666-8,Qila Saifullah,+923462402439,Motorcycle,U Microfinance Bank,228938,7222,2024-02-22,2025-07-27,Expired
POL-4B3BABE8,CUST-1326F476,Ubaid Rafi,15727-2209655-8,Killa Abdullah,+923134829744,Trade Credit Insurance,U Microfinance Bank,880850,7226,2024-10-30,2027-03-27,Active
POL-B50CD25E,CUST-CF5BED24,Taheem Batal,37328-2626244-6,Sadiqabad,+923425443558,Identity Theft Insurance,Asim Financial Assurance,373016,8169,2024-09-13,2026-07-09,Active
POL-D92874C3,CUST-4887B3F1,Ikramah Yahyaa,24397-4932254-4,Dadu,+923014169374,Renters,Asim Financial Assurance,509540,9430,2025-04-13,2026-03-12,Pending
POL-74E1DCF2,CUST-C1F63762,Yafi Batal,69234-4896228-1,Ghotki,+923494361409,Trade Credit Insurance,Jubilee Insurance,593092,2140,2024-12-12,2026-09-18,Active
POL-BF2BFAB3,CUST-EDCC57A2,Obaid Tahir,37921-6087598-6,Bahawalnagar,+923095825392,Dental Insurance,Jubilee Insurance,618709,7005,2025-03-03,2027-01-05,Active
POL-88910A9F,CUST-6D91D26D,Yameen Aabid,70998-6955738-2,Kharan,+923396859623,Life,Adamjee Insurance,221387,2545,2023-09-16,2026-07-26,Pending
POL-548608BE,CUST-A1CD433F,Jahangir Aryan,50314-9175450-3,Shahdadkot,+923321214670,Disability,TPL Insurance,385305,1498,2024-12-10,2026-02-22,Expired
POL-253BB4A2,CUST-94763BF4,Talal Jalaal,99118-7481231-7,Pasni,+923338602721,Pet Insurance,Asim Financial Assurance,560484,9393,2024-11-28,2026-04-19,Active
POL-DFD2ADA6,CUST-EB2DF51E,Baaqee Jalaal,86511-5154262-6,Hala,+923272489611,Burglary,Asim Financial Assurance,654193,2545,2024-09-19,2027-02-24,Expired
POL-65C05941,CUST-13B90219,Kasim Aazim,66641-7626509-8,Mianwali,+923154134308,Burglary,Jubilee Insurance,212302,1875,2024-05-29,2027-01-04,Active
POL-4AA54CA4,CUST-D518ED63,Ihab Saajid,63265-4510090-3,Rahim Yar Khan,+923380864221,Earthquake Insurance,U Microfinance Bank,775303,3755,2023-09-24,2025-07-01,Active
POL-57E4B2FF,CUST-A0A85735,Naasih Kaleem,48936-1112796-7,Hangu,+923487277658,Marine Cargo,Adamjee Insurance,300184,8674,2025-02-20,2026-04-25,Active
POL-DA700F37,CUST-5D076048,Yar Omar,17656-7156288-3,Swabi,+923295290421,Burglary,TPL Insurance,683018,6264,2025-01-01,2027-04-23,Pending
POL-C77AE3CE,CUST-6A63A4FC,Ijli Iftikhaar,35216-9490687-5,Matiari,+923460911978,Spoilage Insurance,AhsanTechCoding,267744,6139,2024-06-01,2026-02-19,Expired
POL-DAE63D76,CUST-72D5DD90,Kareem Qahtan,28151-8174283-5,Kamalia,+923249838928,Auto,U Microfinance Bank,642951,1725,2023-09-12,2027-01-20,Pending
POL-17D9DD5F,CUST-3114AC0C,Jameel Mourib,61628-2409223-5,Killa Abdullah,+923395085031,Earthquake Insurance,U Microfinance Bank,248713,2555,2024-09-15,2027-02-10,Active
POL-478EB5F2,CUST-ED8E59AE,Raatib Badr Udeen,90281-7726375-1,Burewala,+923284294094,Pet Insurance,Asim Financial Assurance,435085,2538,2024-06-23,2027-03-11,Pending
POL-CA975F47,CUST-C86E347A,Umair Eshan,67360-8966469-6,Chiniot,+923202357540,Crop Insurance,U Microfinance Bank,657549,5526,2025-05-10,2026-04-10,Expired
POL-E90294BF,CUST-0349FF4E,Basil Zayyir,58028-4451515-4,Mirpur Khas,+923330239746,Workers Compensation,TPL Insurance,218588,5955,2024-05-30,2026-12-25,Pending
POL-2311640C,CUST-538D31A6,Ubaydullah Qasif,46682-3836192-1,Pind Dadan Khan,+923298826672,Travel Medical,Adamjee Insurance,400561,2019,2025-03-13,2026-10-05,Active
POL-46B23D12,CUST-CC7A73DD,Jafar Kabeer,98589-8795127-4,Mandi Bahauddin,+923154393821,Gap Insurance,U Microfinance Bank,530636,8694,2025-05-03,2027-02-18,Expired
POL-AC7AFA19,CUST-A4DBC88E,Danish Bashaarat,23424-4583275-4,Jacobabad,+923259533602,Professional Indemnity,U Microfinance Bank,647053,4314,2025-03-21,2025-09-25,Expired
POL-66E696AA,CUST-710ED878,Raheel Lahiah,45378-1142290-5,Hasilpur,+923177026159,Marine Cargo,Asim Financial Assurance,434245,4804,2024-08-14,2025-06-21,Active
POL-2803B997,CUST-367DA811,Kawkab Ghunayn,98858-6370800-9,Chiniot,+923393373806,Private Medical Insurance,AhsanTechCoding,729609,5624,2024-07-30,2027-05-05,Expired
POL-7C4E9936,CUST-61D6B7C5,Rabee Faizan,32956-9769498-1,Garhi Khairo,+923172451387,Professional Indemnity,Adamjee Insurance,999488,9043,2023-11-04,2026-02-17,Expired
POL-12050E5C,CUST-238F810C,Ehsan Umar,18114-1267211-1,Kurram,+923338615757,Medical Malpractice,Jubilee Insurance,550409,8534,2024-09-15,2026-07-28,Active
POL-999B04EA,CUST-94187F1E,Luqman Gohar,36541-1148895-3,Matiari,+923489500010,Mortgage Insurance,U Microfinance Bank,946599,1397,2024-03-27,2025-12-08,Expired
POL-6C8A058A,CUST-2CF88868,Zahur Auraq,85859-6176678-2,Kot Addu,+923181993548,Crop Insurance,Asim Financial Assurance,548565,3129,2024-04-06,2025-08-15,Expired
POL-D2728D9B,CUST-B2E2CBDA,Wahb Tadeen,22456-2769055-4,Badin,+923223977448,Long Term Care,Jubilee Insurance,998610,2971,2023-11-20,2025-08-23,Active
POL-4E7C4371,CUST-530E1C45,Rusul Raaghib,77737-3057048-8,Moro,+923241504070,Equipment Breakdown,AhsanTechCoding,162252,7022,2024-09-27,2026-08-02,Expired
POL-7EC2BD2B,CUST-B12F7570,Zackariya Zafrul,98801-4703055-6,Skardu,+923294089121,Directors & Officers Liability,Asim Financial Assurance,167091,7796,2024-11-12,2026-07-08,Active
POL-8678760A,CUST-4D32C6B2,Naadir Ubadah,80033-5548252-3,Bhakkar,+923409972932,Vision Insurance,TPL Insurance,783110,2565,2023-09-02,2026-04-09,Expired
POL-DBF6D0EE,CUST-EFD350FF,Batal Saaqib,56895-7129198-1,Badin,+923348935167,Event Cancellation,EFU Life,381160,7689,2024-11-12,2026-11-19,Pending
POL-6315CFB2,CUST-306F1576,Naasih Sabeeh,85223-1579703-8,Tharparkar,+923366662224,Terrorism Insurance,U Microfinance Bank,202780,9267,2024-09-01,2026-07-17,Pending
POL-C96052E3,CUST-8C2260B3,Iftikhaar Mad,12978-8269023-3,Garhi Khairo,+923003750569,Marine Cargo,EFU Life,139009,7838,2025-02-10,2025-10-19,Pending
POL-A343E435,CUST-497B7AB8,Ghufran Saafir,43635-6914880-5,Matiari,+923008351759,Personal Accident,Adamjee Insurance,912733,2773,2025-02-24,2027-03-20,Pending
POL-EF5A8D14,CUST-0826FC30,Ubaadah Zahrun,59845-3630903-2,Sanghar,+923209019882,Terrorism Insurance,AhsanTechCoding,351400,1787,2024-03-01,2026-09-20,Pending
POL-D2FA9E8B,CUST-F4086894,Maroof Aasim,44940-2254439-1,Tando Allahyar,+923268173041,Boiler & Machinery,Jubilee Insurance,168431,2172,2025-03-12,2025-06-20,Pending
POL-97CAD4A6,CUST-53AD727F,Yasir Ghunayn,97513-2773155-1,Bannu,+923202481171,Group Health Insurance,EFU Life,867627,1911,2023-09-16,2025-08-20,Active
POL-B6794848,CUST-614AF3B6,Talhah Jabir,28518-2923438-6,Kurram,+923305013702,Equipment Breakdown,Adamjee Insurance,385105,1361,2024-02-14,2025-12-10,Expired
POL-79F5F397,CUST-F12A3F74,Yafi Ibrahim,55509-9380222-7,Kurram,+923343899795,Critical Illness,Jubilee Insurance,300740,3068,2025-04-17,2025-08-03,Pending
POL-49F2BAF0,CUST-1BDF450F,Majeed Ihab,17711-6906238-1,Lodhran,+923143960672,Earthquake Insurance,TPL Insurance,718500,1322,2023-06-28,2027-02-22,Active
POL-301B9D12,CUST-71018420,Yahya Awani,64385-1546883-7,Gulistan,+923121049528,Kidnap & Ransom,Adamjee Insurance,376399,3715,2024-10-15,2026-08-10,Expired
POL-DC09E38E,CUST-01D23320,Ragheb Tajammul,14290-1782465-9,Bahawalnagar,+923155583163,Trade Credit Insurance,AhsanTechCoding,118743,6671,2024-08-10,2025-11-21,Expired
POL-21FA4F70,CUST-E726C967,Saad Ghanee,36049-7783753-2,Killa Abdullah,+923275995858,Long Term Care,U Microfinance Bank,745925,1613,2024-04-24,2025-07-20,Expired
POL-729D3481,CUST-FEE62B92,Mahdee Ghayoor,67588-8884461-3,Muzaffarabad,+923447820739,Auto,AhsanTechCoding,288376,5115,2024-02-07,2027-02-08,Expired
POL-3E30B2C0,CUST-8100CF26,Ubaidah Mahmoud,40679-7744507-1,Bahawalnagar,+923003751761,Cyber Liability,Jubilee Insurance,784956,8031,2025-05-04,2026-07-15,Expired
POL-20C8786B,CUST-3E2979AD,Awj Luqman,72936-7782255-8,Tando Muhammad Khan,+923236308784,Legal Expense Insurance,EFU Life,854309,5012,2024-11-16,2026-08-09,Pending
POL-FCBEE7D8,CUST-0B773F32,Fidvi Tahawwur,29892-4505983-7,Sibi,+923402840340,Key Person Insurance,EFU Life,376712,2833,2025-05-17,2026-10-17,Expired
POL-50F85515,CUST-0C5023FD,Ghazawan Taj,69510-3993642-2,Dera Allah Yar,+923116437588,Tenant Insurance,Adamjee Insurance,427312,2181,2024-03-06,2025-07-15,Expired
POL-A3BEC1E5,CUST-C9C8071F,Sabeeh Yawer,45738-5386662-1,Ormara,+923435561238,Mortgage Insurance,U Microfinance Bank,622080,5786,2025-02-17,2026-05-17,Active
POL-0BCC490E,CUST-42640FBE,Iftikhaar Saalim,22030-5073296-1,Mardan,+923490716346,Event Cancellation,TPL Insurance,909340,4823,2023-11-24,2026-04-29,Pending
POL-1DF1B7D5,CUST-71F05A8A,Jalees Umaarah,93154-6130875-1,Nawabshah,+923090054077,Renters,U Microfinance Bank,944918,6241,2024-07-04,2026-12-27,Pending
POL-9EC81041,CUST-08F1975C,Zahur Naeem,41727-5549726-2,Haripur,+923223641052,Workers Compensation,Jubilee Insurance,193535,3647,2024-04-28,2027-02-26,Active
POL-2792B92E,CUST-C83A9258,Qutaybah Rafay,31305-3713797-4,Karak,+923299281272,Trade Credit Insurance,U Microfinance Bank,478114,2949,2025-03-17,2026-01-21,Expired
POL-8649E06F,CUST-D4FB2E08,Aysar Saafir,99267-7675739-5,Gulistan,+923185426952,Key Person Insurance,U Microfinance Bank,379093,5034,2024-05-05,2026-02-03,Expired
POL-1A1ED530,CUST-6B47C239,Umair Aasif,20195-7554586-5,Kamoke,+923022893536,Dental Insurance,Jubilee Insurance,387445,4759,2024-06-03,2026-06-20,Pending
POL-309DC5B0,CUST-EE368FEE,Tajammul Saajid,22167-6192691-9,Dera Allah Yar,+923299599046,Cyber Liability,AhsanTechCoding,589598,2306,2023-11-13,2025-08-26,Pending
POL-C507E2F8,CUST-FACC699A,Badr Aadam,10384-8228997-3,Kambar Shahdadkot,+923378288332,Dental Insurance,EFU Life,406660,2162,2025-01-02,2025-09-29,Pending
POL-9E9D3E35,CUST-DD86BBA0,Tahawwur Maalik,64906-5167709-6,Kohistan,+923335904954,Travel,Asim Financial Assurance,855302,4826,2025-03-12,2026-05-26,Active
POL-8B278E4A,CUST-B3BE2FE6,Talal Ihab,42011-4376959-9,Dargai,+923125374387,Key Person Insurance,AhsanTechCoding,135886,3286,2024-12-22,2026-03-31,Expired
POL-97AA490E,CUST-F9CB42D0,Tajammul Zahaar,75600-7959020-4,Mianwali,+923103548209,Vision Insurance,Adamjee Insurance,550243,1696,2024-10-26,2026-03-10,Pending
POL-5E0ACECF,CUST-A6B14CC4,Qahtan Awadil,78532-1861203-3,Shikarpur,+923165846678,Vision Insurance,Jubilee Insurance,377460,8538,2024-01-17,2026-05-10,Active
POL-D0F3BCAB,CUST-60A7DD16,Jamaal Bambad,26335-8689120-8,Tando Allahyar,+923327679868,Disability,Adamjee Insurance,797011,1579,2023-05-27,2027-03-20,Active
POL-B676BA6C,CUST-97C74846,Aaaqil Ubaid,58572-2619357-2,Tank,+923312096381,Vision Insurance,Jubilee Insurance,377402,2298,2023-12-17,2026-03-11,Expired
POL-0A111EAE,CUST-009FD15D,Auraq Baasim,19790-8635437-3,Haroonabad,+923351130038,Gap Insurance,EFU Life,771940,3737,2023-08-16,2027-04-09,Expired
POL-2B25C332,CUST-F7D15259,Raaghib Kaamil,67656-4199008-7,Hyderabad,+923436648247,Private Medical Insurance,Asim Financial Assurance,648201,5226,2024-03-08,2026-12-10,Active
POL-F388A0ED,CUST-D8F4310B,Jalaal Rafeek,39134-1940156-3,Sujawal,+923322147450,Spoilage Insurance,U Microfinance Bank,603020,9499,2023-07-24,2025-08-07,Expired
POL-3BA538A6,CUST-2BAF2324,Yeraz Yaghnam,41567-3264717-4,Killa Saifullah,+923096495585,Spoilage Insurance,EFU Life,769966,9009,2024-07-10,2026-02-04,Expired
POL-1AB3CCEE,CUST-5AC58897,Karim Naeem,78780-7351339-3,South Waziristan,+923107679034,Key Person Insurance,AhsanTechCoding,286417,2179,2025-05-02,2026-06-24,Expired
POL-3B7C5B3A,CUST-C0EA5C98,Saahir Basheerah,66552-3624004-5,Kohistan,+923004810026,Medical Malpractice,EFU Life,756447,8201,2023-07-12,2026-08-31,Pending
POL-B5CB69F5,CUST-12663BF5,Umar Rabbani,89238-5675274-3,Tando Muhammad Khan,+923462959243,Key Person Insurance,Jubilee Insurance,596194,8703,2024-01-20,2026-04-27,Active
POL-D7CE8D55,CUST-0663C24B,Zewad Batal,19907-9941228-5,Jamshoro,+923409775090,Home,TPL Insurance,491918,2497,2025-05-01,2026-10-02,Active
POL-0A4F238C,CUST-9981B3DF,Sadaqat Nail,74362-9812450-7,Mirpur,+923182700646,Directors & Officers Liability,Adamjee Insurance,815120,6529,2025-04-07,2026-02-02,Expired
POL-6B796F2B,CUST-097BB737,Ghannam Ghanee,73883-3315225-3,Dargai,+923110679336,Boat Insurance,Asim Financial Assurance,911456,6624,2024-01-17,2026-06-01,Active
POL-4A27FC7C,CUST-787D1F7A,Qamar Dabir,84966-4022552-8,Khuzdar,+923287115875,Gap Insurance,Jubilee Insurance,739086,7534,2023-12-29,2026-01-16,Active
POL-68F2C243,CUST-A8DBDDDB,Jamaal Udeen Jaabir,61100-8201521-8,Ubauro,+923428975343,Private Medical Insurance,TPL Insurance,979139,2310,2023-06-26,2026-08-15,Expired
POL-109D77DE,CUST-B045318E,Raheem Sabil,20666-1734164-9,Tando Allahyar,+923122050895,Professional Indemnity,Adamjee Insurance,961385,1505,2025-03-20,2027-02-05,Expired
POL-43F72A6D,CUST-A8FF8B77,Sadaqat Jahdari,97818-3527382-2,Tando Adam,+923007990970,Travel,Asim Financial Assurance,447860,9506,2025-05-17,2026-04-02,Active
POL-121C3A68,CUST-1DE695F0,Qadi Auraq,13393-4569099-9,Qila Saifullah,+923459535850,Health,TPL Insurance,708796,5600,2023-06-30,2026-01-16,Pending
POL-5C09BB75,CUST-DD3067ED,Nabeel Zahur,82582-5830925-3,Mian Channu,+923180377612,Boat Insurance,TPL Insurance,347888,2996,2023-08-29,2025-10-06,Pending
POL-A0E6E90A,CUST-C12FF903,Zafrul Kaleem,16196-3216779-1,Jacobabad,+923095838532,Tenant Insurance,TPL Insurance,136922,8424,2023-08-13,2026-04-18,Active
POL-2B5DD7DB,CUST-D6C71951,Kazi Tahawwur,14029-6379222-8,Bhakkar,+923271486363,Identity Theft Insurance,Adamjee Insurance,392335,3018,2023-06-25,2026-05-27,Pending
POL-6F1AD88E,CUST-91C5F031,Yaman Umair,96548-3484989-8,Quetta,+923461829635,Critical Illness,TPL Insurance,900189,1596,2024-04-22,2026-01-28,Active
POL-62E7409D,CUST-A9D2D32C,Urrab Umar,88593-6211511-8,Chiniot,+923222391458,Travel Medical,Adamjee Insurance,223798,2670,2024-08-04,2025-12-10,Expired
POL-B2F8798E,CUST-8F0A91B8,Saad Ijli,56182-1347782-5,Gujranwala,+923197643532,Equipment Breakdown,Jubilee Insurance,841816,8434,2023-06-09,2025-09-12,Pending
POL-C3E9D3CC,CUST-98F9FE30,Baasim Kasam,76537-3880859-2,Khewra,+923234377795,Commercial Property,EFU Life,279150,2485,2024-08-31,2025-07-01,Expired
POL-9F062DF9,CUST-51C837B7,Barraq Ghauth,56824-6472254-6,Pishin,+923141153910,Private Medical Insurance,TPL Insurance,939124,6604,2024-10-12,2026-08-26,Pending
POL-3CDD89FA,CUST-B3FD4ABA,Naadir Rabbani,83414-8029194-6,Lasbela,+923431116507,Workers Compensation,Adamjee Insurance,167425,1084,2025-01-13,2026-05-31,Pending
POL-457242F4,CUST-A911B0BA,Saal Raed,98569-7546226-5,Hangu,+923062801341,Health,Jubilee Insurance,717910,8274,2025-04-07,2025-12-03,Pending
POL-8B60ACC4,CUST-64EE75F3,Ayaan Ubadah,82682-9934336-1,Sahiwal,+923356340528,Gap Insurance,TPL Insurance,468838,9006,2025-02-22,2025-06-20,Pending
POL-0791958F,CUST-180732B4,Tahseen Tamanna,26713-9568079-1,Ubauro,+923344745190,Kidnap & Ransom,U Microfinance Bank,716227,6254,2025-05-23,2027-04-14,Pending
POL-784C2AF3,CUST-84CA1D04,Baaqee Mahfuj,70720-8751275-5,South Waziristan,+923313317857,Tenant Insurance,EFU Life,416236,3834,2025-02-06,2026-10-18,Pending
POL-1BA8C388,CUST-9210EFAB,Barraq Tahmaseb,27514-2606330-5,Mirpur Mathelo,+923043023551,Group Health Insurance,TPL Insurance,185316,9368,2024-07-10,2026-05-12,Active
